"Time";"SecL";"RPM";"MAP";"MAPxRPM";"TPS";"AFR";"Lambda";"IAT";"CLT";"Engine";"DFCO";"Gego";"Gair";"Gbattery";"Gwarm";"Gbaro";"Gammae";"Accel Enrich";"VE _Current";"VE1";"VE2";"PW";"PW2";"PW3";"PW4";"AFR Target";"Lambda Target";"Duty Cycle";"Duty Cycle _Staging";"TPS DOT";"Advance _Current";"Dwell";"Dwell _Measured";"Battery V";"rpm/s";"Error #";"Error ID";"Boost PSI";"Boost cut";"Hard Launch";"Hard Limiter";"Idle Control";"IAC value";"Idle Target RPM";"Idle RPM Delta";"Baro Pressure";"Fan";"Sync Loss #";"Loops/s";"Loops/rev";"Aux0";"Aux1";"Aux2";"Aux3";"Aux4";"Aux5";"Aux6";"Aux7";"Aux8";"Aux9";"Aux10";"Aux11";"Aux12";"Aux13";"Aux14";"Aux15";"Advance 1";"Advance 2";"FuelLoad";"IgnitionLoad";"Sync status";"";"Trip Meter Miles";"Odometer Miles";"Vehicle Speed";"Power";"Torque"
"s";"sec";"rpm";"kpa";"";"%";"O2";"";"";"";"bits";"";"%";"%";"";"%";"%";"%";"%";"%";"%";"%";"ms";"ms";"ms";"ms";"O2";"";"";"";"%/s";"deg";"ms";"ms";"V";"rpm/s";"";"";"";"";"";"";"";"Steps";"RPM";"";"kpa";"";"";"loops";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"deg";"deg";"kPa";"kPa";"";"bits";"Miles";"Miles";"MPH";"HP";"lbft"
22.605;31;1243;30;37290;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;2.888;12.9;20;0;0;-9.4;0;0;0;0;159;860;-383;95;0;0;1824;88.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
22.740;31;1247;30;37410;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;2.713;12.9;10;0;0;-9.4;0;0;0;0;159;860;-387;95;0;0;1824;87.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
22.740;31;1241;30;37230;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;2.697;12.3;10;0;0;-9.4;0;0;0;0;159;860;-381;95;0;0;1824;88.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
22.870;31;1248;30;37440;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.857;12.3;80;0;0;-9.4;0;0;0;0;159;860;-388;95;0;0;1824;87.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
22.936;31;1246;30;37380;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;2.905;12.3;80;0;0;-9.4;0;0;0;0;159;860;-386;95;0;0;1824;87.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.002;31;1238;30;37140;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;2.800;12.3;30;0;0;-9.4;0;0;0;0;159;860;-378;95;0;0;1824;88.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.067;31;1245;30;37350;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;2.846;12.7;-30;0;0;-9.4;0;0;0;0;159;860;-385;95;0;0;1824;87.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.133;31;1248;30;37440;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;3.006;12.7;-30;0;0;-9.4;0;0;0;0;159;860;-388;95;0;0;1824;87.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.203;31;1236;30;37080;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;2.662;12.7;50;0;0;-9.4;0;0;0;0;159;860;-376;95;0;0;1824;88.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.268;31;1247;30;37410;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;2.869;12.7;-50;0;0;-9.4;0;0;0;0;159;860;-387;95;0;0;1824;87.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.337;31;1254;30;37620;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;33;3.000;3.223;12.9;-50;0;0;-9.4;0;0;0;0;159;860;-394;95;0;0;1824;87.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.337;31;1245;30;37350;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;2.606;12.9;140;0;0;-9.4;0;0;0;0;159;860;-385;95;0;0;1824;87.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.469;31;1233;30;36990;0.0;11.500;0.782;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.500;0.782;5.2;0.0;0;32;3.000;2.875;12.9;-230;0;0;-9.4;0;0;0;0;159;860;-373;95;0;0;1824;88.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.469;31;1244;30;37320;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;3.079;12.9;-230;0;0;-9.4;0;0;0;0;159;860;-384;95;0;0;1824;87.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.534;32;1236;30;37080;0.0;11.600;0.789;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.600;0.789;5.3;0.0;0;32;3.000;2.737;12.9;100;0;0;-9.4;0;0;0;0;159;860;-376;95;0;0;1817;88.20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.599;32;1242;30;37260;0.0;10.900;0.741;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;10.900;0.741;5.3;0.0;0;32;3.000;2.746;12.9;0;0;0;-9.4;0;0;0;0;159;860;-382;95;0;0;1817;87.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.670;32;1251;30;37530;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;33;3.000;3.117;12.9;0;0;0;-9.4;0;0;0;0;159;860;-391;95;0;0;1817;87.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.800;32;1254;30;37620;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;33;3.000;2.606;12.9;70;0;0;-9.4;0;0;0;0;159;860;-394;95;0;0;1817;86.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.866;32;1251;30;37530;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;33;3.000;2.909;12.9;0;0;0;-9.4;0;0;0;0;159;860;-391;95;0;0;1817;87.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
23.935;32;1254;30;37620;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;33;3.000;2.896;12.9;0;0;0;-9.4;0;0;0;0;159;860;-394;95;0;0;1817;86.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.001;32;1260;30;37800;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.4;0.0;0;33;3.000;3.232;12.9;-10;0;0;-9.4;0;0;0;0;159;860;-400;95;0;0;1817;86.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.066;32;1256;30;37680;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;33;3.000;2.817;13.0;130;0;0;-9.4;0;0;0;0;159;860;-396;95;0;0;1817;86.80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.066;32;1263;30;37890;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.4;0.0;0;33;3.000;2.819;13.0;130;0;0;-9.4;0;0;0;0;159;860;-403;95;0;0;1817;86.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.202;32;1268;30;38040;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.4;0.0;0;33;3.000;3.074;13.0;0;0;0;-9.4;0;0;0;0;159;860;-408;95;0;0;1817;85.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.267;32;1247;30;37410;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.520;13.0;-160;0;0;-9.4;0;0;0;0;159;860;-387;95;0;0;1817;87.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.267;32;1249;30;37470;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.815;13.0;-160;0;0;-9.4;0;0;0;0;159;860;-389;95;0;0;1817;87.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.333;32;1260;30;37800;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.4;0.0;0;33;3.000;3.035;13.0;-20;0;0;-9.4;0;0;0;0;159;860;-400;95;0;0;1817;86.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.468;32;1246;30;37380;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.478;13.0;-20;0;0;-9.4;0;0;0;0;159;860;-386;95;0;0;1817;87.50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.468;32;1239;30;37170;0.0;11.100;0.755;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.100;0.755;5.3;0.0;0;32;3.000;2.753;13.0;-20;0;0;-9.4;0;0;0;0;159;860;-379;95;0;0;1817;87.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.533;33;1248;30;37440;0.0;11.100;0.755;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.100;0.755;5.3;0.0;0;32;3.000;2.700;12.3;-80;0;0;-9.4;0;0;0;0;159;860;-388;95;0;0;1824;87.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.669;33;1249;30;37470;0.0;11.600;0.789;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.600;0.789;5.3;0.0;0;32;3.000;3.014;12.3;140;0;0;-9.4;0;0;0;0;159;860;-389;95;0;0;1824;87.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.734;33;1238;30;37140;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;2.780;12.3;140;0;0;-9.4;0;0;0;0;159;860;-378;95;0;0;1824;88.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.799;33;1244;30;37320;0.0;11.500;0.782;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.500;0.782;5.3;0.0;0;32;3.000;2.859;12.3;-40;0;0;-9.4;0;0;0;0;159;860;-384;95;0;0;1824;87.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.870;33;1257;30;37710;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;33;3.000;3.218;12.6;120;0;0;-9.4;0;0;0;0;159;860;-397;95;0;0;1824;87.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
24.935;33;1244;30;37320;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.573;12.6;120;0;0;-9.4;0;0;0;0;159;860;-384;95;0;0;1824;87.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.000;33;1251;30;37530;0.0;11.100;0.755;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.100;0.755;5.3;0.0;0;33;3.000;2.962;12.6;-30;0;0;-9.4;0;0;0;0;159;860;-391;95;0;0;1824;87.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.066;33;1257;30;37710;0.0;11.100;0.755;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.100;0.755;5.3;0.0;0;33;3.000;3.141;12.6;-30;0;0;-9.4;0;0;0;0;159;860;-397;95;0;0;1824;87.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.135;33;1231;30;36930;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.2;0.0;0;32;3.000;2.687;12.8;-70;0;0;-9.4;0;0;0;0;159;860;-371;95;0;0;1824;88.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.201;33;1240;30;37200;0.0;11.100;0.755;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.100;0.755;5.3;0.0;0;32;3.000;2.814;12.8;-30;0;0;-9.4;0;0;0;0;159;860;-380;95;0;0;1824;88.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.271;33;1236;30;37080;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;32;3.000;2.808;12.8;-30;0;0;-9.4;0;0;0;0;159;860;-376;95;0;0;1824;88.54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.336;33;1231;30;36930;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.2;0.0;0;32;3.000;2.800;13.0;-80;0;0;-9.4;0;0;0;0;159;860;-371;95;0;0;1824;88.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.402;33;1247;30;37410;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.732;13.0;150;0;0;-9.4;0;0;0;0;159;860;-387;95;0;0;1824;87.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.468;33;1251;30;37530;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;33;3.000;2.906;13.0;150;0;0;-9.4;0;0;0;0;159;860;-391;95;0;0;1824;87.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.537;33;1264;30;37920;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.4;0.0;0;33;3.000;3.248;13.0;0;0;0;-9.4;0;0;0;0;159;860;-404;95;0;0;1824;86.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.602;34;1249;30;37470;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.3;0.0;0;32;3.000;2.667;13.1;100;0;0;-9.4;0;0;0;0;159;860;-389;95;0;0;1822;87.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.672;34;1260;30;37800;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.4;0.0;0;33;3.000;2.981;13.1;100;0;0;-9.4;0;0;0;0;159;860;-400;95;0;0;1822;86.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.738;34;1273;30;38190;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.4;0.0;0;33;3.000;3.065;13.1;-10;0;0;-9.4;0;0;0;0;159;860;-413;95;0;0;1822;85.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.738;34;1254;30;37620;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;33;3.000;2.743;13.1;80;0;0;-9.4;0;0;0;0;159;860;-394;95;0;0;1822;87.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.868;34;1244;30;37320;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.3;0.0;0;32;3.000;2.700;12.9;80;0;0;-9.4;0;0;0;0;159;860;-384;95;0;0;1822;87.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
25.868;34;1259;30;37770;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.4;0.0;0;33;3.000;3.295;12.9;-240;0;0;-9.4;0;0;0;0;159;860;-399;95;0;0;1822;86.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.000;34;1244;30;37320;0.0;11.000;0.748;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.000;0.748;5.3;0.0;0;32;3.000;2.567;12.9;0;0;0;-9.4;0;0;0;0;159;860;-384;95;0;0;1822;87.88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.000;34;1252;30;37560;0.0;11.600;0.789;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.600;0.789;5.3;0.0;0;33;3.000;3.016;12.9;0;0;0;-9.4;0;0;0;0;159;860;-392;95;0;0;1822;87.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.134;34;1258;30;37740;0.0;10.900;0.741;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;10.900;0.741;5.3;0.0;0;33;3.000;2.898;13.0;20;0;0;-9.4;0;0;0;0;159;860;-398;95;0;0;1822;86.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.200;34;1266;30;37980;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.4;0.0;0;33;3.000;2.929;13.0;70;0;0;-9.4;0;0;0;0;159;860;-406;95;0;0;1822;86.35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.266;34;1260;30;37800;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.4;0.0;0;33;3.000;2.931;13.0;70;0;0;-9.4;0;0;0;0;159;860;-400;95;0;0;1822;86.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.336;34;1275;30;38250;0.0;11.300;0.769;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.300;0.769;5.4;0.0;0;33;3.000;2.968;13.0;70;0;0;-9.4;0;0;0;0;159;860;-415;95;0;0;1822;85.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.401;34;1258;30;37740;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.3;0.0;0;33;3.000;2.879;13.0;-20;0;0;-9.4;0;0;0;0;159;860;-398;95;0;0;1822;86.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.467;34;1231;30;36930;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.400;0.776;5.2;0.0;0;32;3.000;2.705;13.0;-20;0;0;-9.4;0;0;0;0;159;860;-371;95;0;0;1822;88.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.536;34;1229;30;36870;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;11.200;0.762;5.2;0.0;0;32;3.000;2.681;13.0;-160;0;0;-9.4;0;0;0;0;159;860;-369;95;0;0;1822;88.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.601;35;1238;30;37140;0.0;11.500;0.782;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;14.700;1.000;5.3;0.0;0;32;3.000;3.111;13.1;-40;0;0;-9.4;0;0;0;0;159;860;-378;95;0;0;1822;88.30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.601;35;1236;30;37080;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;14.700;1.000;5.3;0.0;0;32;3.000;2.743;13.1;-40;0;0;-9.4;0;0;0;0;159;860;-376;95;0;0;1822;88.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.736;35;1251;30;37530;0.0;11.400;0.776;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;14.700;1.000;5.3;0.0;0;33;3.000;3.114;13.1;130;0;0;-9.4;0;0;0;0;159;860;-391;95;0;0;1822;87.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
26.802;35;1265;30;37950;0.0;11.200;0.762;32;64;9;0;100;101;100;100;100;101;100;40;40;0;1.275;1.275;0.000;0.000;14.700;1.000;5.4;0.0;0;33;3.000;2.931;13.1;140;0;0;-9.4;0;0;0;0;159;860;-405;95;0;0;1822;86.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
