"Time";"SecL";"RPM";"MAP";"MAPxRPM";"TPS";"AFR";"Lambda";"IAT";"CLT";"Engine";"DFCO";"Gego";"Gair";"Gbattery";"Gwarm";"Gbaro";"Gammae";"Accel Enrich";"VE _Current";"VE1";"VE2";"PW";"PW2";"PW3";"PW4";"AFR Target";"Lambda Target";"Duty Cycle";"Duty Cycle _Staging";"TPS DOT";"Advance _Current";"Dwell";"Dwell _Measured";"Battery V";"rpm/s";"Boost PSI";"Boost cut";"Hard Launch";"Hard Limiter";"Idle Control";"IAC value";"Idle Target RPM";"Idle RPM Delta";"Baro Pressure";"Fan";"Sync Loss #";"Loops/s";"Loops/rev";"Aux0";"Aux1";"Aux2";"Aux3";"Aux4";"Aux5";"Aux6";"Aux7";"Aux8";"Aux9";"Aux10";"Aux11";"Aux12";"Aux13";"Aux14";"Aux15";"Advance 1";"Advance 2";"FuelLoad";"IgnitionLoad";"Sync status";"";"Trip Meter Miles";"Odometer Miles";"Vehicle Speed";"Power";"Torque"
"s";"sec";"rpm";"kpa";"";"%";"O2";"";"";"";"bits";"";"%";"%";"";"%";"%";"%";"%";"%";"%";"%";"ms";"ms";"ms";"ms";"O2";"";"";"";"%/s";"deg";"ms";"ms";"V";"rpm/s";"";"";"";"";"";"Steps";"RPM";"";"kpa";"";"";"loops";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"deg";"deg";"kPa";"kPa";"";"bits";"Miles";"Miles";"MPH";"HP";"lbft"
0.732;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
0.797;172;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
0.867;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
0.939;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.002;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.068;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.135;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.199;172;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4058;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.266;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.333;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.399;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.465;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.530;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.599;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.665;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.734;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.801;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.801;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
1.932;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.000;173;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.066;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.132;173;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.198;173;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4049;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.267;174;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.332;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.397;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.464;174;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.534;174;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.601;174;0;100;0;0.0;15.000;1.020;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.668;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.735;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.801;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.865;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
2.931;174;0;100;0;0.0;14.900;1.014;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;0.0;0;0.0;0;0;0;0;90;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;2;0;0.00;0.00;0.00;0.0;0.0
3.001;174;0;100;0;0.0;15.500;1.054;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;5.1;0;0.0;0;0;0;0;0;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;2;0;0.00;0.00;0.00;0.0;0.0
3.066;174;0;100;0;0.0;18.800;1.279;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;5.1;0;0.0;0;0;0;0;0;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;2;0;0.00;0.00;0.00;0.0;0.0
3.132;174;0;100;0;0.0;19.600;1.333;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;5.1;0;0.0;0;0;0;0;0;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;2;0;0.00;0.00;0.00;0.0;0.0
3.201;174;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;5.1;0;0.0;0;0;0;0;0;1060;1060;100;0;0;4052;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;2;0;0.00;0.00;0.00;0.0;0.0
3.269;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;7.6;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;2;0;0.00;0.00;0.00;0.0;0.0
3.337;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;7.6;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.403;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;7.6;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.468;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;7.6;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.534;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;8.9;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.600;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;8.9;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.668;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;8.9;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.735;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;8.9;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.801;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;9.7;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.869;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;9.7;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
3.936;175;0;100;0;0.0;19.700;1.340;5;21;0;0;100;105;100;156;100;164;100;83;83;0;0.000;3.466;0.000;0.000;13.900;0.946;0.0;0.0;0;22;3.180;3.195;9.7;0;0.0;0;0;0;0;0;1060;1060;100;0;0;5725;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;100.0;100.0;0;0;0.00;0.00;0.00;0.0;0.0
