"Time";"SecL";"RPM";"MAP";"MAPxRPM";"TPS";"AFR";"Lambda";"IAT";"CLT";"Engine";"DFCO";"Gego";"Gair";"Gbattery";"Gwarm";"Gbaro";"Gammae";"Accel Enrich";"VE _Current";"VE1";"VE2";"PW";"PW2";"PW3";"PW4";"AFR Target";"Lambda Target";"Duty Cycle";"Duty Cycle _Staging";"TPS DOT";"Advance _Current";"Dwell";"Dwell _Measured";"Battery V";"rpm/s";"Error #";"Error ID";"Boost PSI";"Boost cut";"Hard Launch";"Hard Limiter";"Idle Control";"IAC value";"Idle Target RPM";"Idle RPM Delta";"Baro Pressure";"Fan";"Sync Loss #";"Loops/s";"Loops/rev";"Aux0";"Aux1";"Aux2";"Aux3";"Aux4";"Aux5";"Aux6";"Aux7";"Aux8";"Aux9";"Aux10";"Aux11";"Aux12";"Aux13";"Aux14";"Aux15";"Advance 1";"Advance 2";"FuelLoad";"IgnitionLoad";"Sync status";"";"Trip Meter Miles";"Odometer Miles";"Vehicle Speed";"Power";"Torque"
"s";"sec";"rpm";"kpa";"";"%";"O2";"";"";"";"bits";"";"%";"%";"";"%";"%";"%";"%";"%";"%";"%";"ms";"ms";"ms";"ms";"O2";"";"";"";"%/s";"deg";"ms";"ms";"V";"rpm/s";"";"";"";"";"";"";"";"Steps";"RPM";"";"kpa";"";"";"loops";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"deg";"deg";"kPa";"kPa";"";"bits";"Miles";"Miles";"MPH";"HP";"lbft"
14.467;53;1993;22;43846;0.0;13.800;0.939;47;96;33;0;100;99;100;100;100;99;100;37;37;0;1.202;1.202;0.000;0.000;15.000;1.020;8.0;0.0;0;23;3.000;2.605;12.7;-1510;0;0;-10.9;0;0;0;0;195;800;-1193;97;1;0;1731;52.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;22.0;22.0;2;0;0.00;0.00;0.00;0.0;0.0
14.531;53;1912;22;42064;0.0;13.800;0.939;47;96;33;0;100;99;100;100;100;99;100;37;37;0;1.202;1.202;0.000;0.000;15.000;1.020;7.7;0.0;0;22;3.000;2.513;12.7;-780;0;0;-10.9;0;0;0;0;195;800;-1112;97;1;0;1731;54.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;22.0;22.0;2;0;0.00;0.00;0.00;0.0;0.0
14.597;53;1827;23;42021;0.0;13.900;0.946;47;96;1;0;100;99;100;100;100;99;100;39;39;0;1.221;1.221;0.000;0.000;14.900;1.014;7.4;0.0;0;20;3.000;2.532;12.7;-780;0;0;-10.7;0;0;0;0;195;800;-1027;97;1;0;1731;56.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;23.0;23.0;2;0;0.00;0.00;0.00;0.0;0.0
14.668;53;1737;24;41688;0.0;13.800;0.939;47;96;1;0;100;99;100;100;100;99;100;40;40;0;1.239;1.239;0.000;0.000;14.900;1.014;7.2;0.0;0;18;3.000;1.754;12.7;-1660;0;0;-10.6;0;0;0;0;195;800;-937;97;1;0;1731;59.79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;24.0;24.0;2;0;0.00;0.00;0.00;0.0;0.0
14.732;54;1642;95;155990;88.5;13.800;0.939;47;96;17;0;100;99;100;100;100;99;218;80;80;0;5.466;5.466;0.000;0.000;12.800;0.871;29.9;0.0;1125;26;3.000;1.814;12.8;-900;0;0;-0.3;0;0;0;0;195;800;-842;97;1;0;1747;63.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;95.0;95.0;2;0;0.00;0.00;0.00;0.0;0.0
14.798;54;1716;98;168168;100.0;14.000;0.952;47;96;17;0;100;99;100;100;100;99;132;79;79;0;3.536;3.536;0.000;0.000;12.800;0.871;20.2;0.0;75;26;3.000;4.306;12.8;-900;0;0;0.1;0;0;0;0;195;800;-916;97;1;0;1747;61.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;98.0;98.0;2;0;0.00;0.00;0.00;0.0;0.0
14.867;54;1864;101;188264;100.0;14.200;0.966;47;96;17;0;100;99;100;100;100;99;132;79;79;0;3.592;3.592;0.000;0.000;12.800;0.871;22.3;0.0;0;27;3.000;4.134;12.8;-210;0;0;0.6;0;0;0;0;195;800;-1064;97;1;0;1747;56.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;101.0;101.0;2;0;0.00;0.00;0.00;0.0;0.0
14.934;54;1845;98;180810;100.0;13.900;0.946;47;96;17;0;100;99;100;100;100;99;132;79;79;0;3.536;3.536;0.000;0.000;12.800;0.871;21.7;0.0;0;27;3.000;2.658;12.8;1480;0;0;0.1;0;0;0;0;195;800;-1045;97;1;0;1747;56.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;98.0;98.0;2;0;0.00;0.00;0.00;0.0;0.0
15.005;54;1780;98;174440;59.0;14.400;0.980;47;96;33;0;100;99;100;100;100;99;100;79;79;0;2.777;2.777;0.000;0.000;12.800;0.871;16.5;0.0;-1095;27;3.000;2.289;12.8;1480;0;0;0.1;0;0;0;0;195;800;-980;97;1;0;1747;58.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;98.0;98.0;2;0;0.00;0.00;0.00;0.0;0.0
15.069;54;1855;55;102025;4.5;14.600;0.993;47;96;33;0;100;99;100;100;100;99;100;50;50;0;1.643;1.643;0.000;0.000;14.700;1.000;10.2;0.0;-495;22;3.000;3.737;12.8;-840;0;0;-6.1;0;0;0;0;195;800;-1055;97;1;0;1747;56.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;55.0;55.0;2;0;0.00;0.00;0.00;0.0;0.0
15.134;54;1957;30;58710;1.0;14.800;1.007;47;96;33;0;100;99;100;100;100;99;100;37;37;0;1.268;1.268;0.000;0.000;15.000;1.020;8.3;0.0;-105;23;3.000;2.819;12.8;1770;0;0;-9.7;0;0;0;0;195;800;-1157;97;1;0;1747;53.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
15.199;54;1881;25;47025;0.0;14.800;1.007;47;96;33;0;100;99;100;100;100;99;100;38;38;0;1.238;1.238;0.000;0.000;14.900;1.014;7.8;0.0;0;21;3.000;2.557;12.8;1770;0;0;-10.4;0;0;0;0;195;800;-1081;97;1;0;1747;55.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;25.0;25.0;2;0;0.00;0.00;0.00;0.0;0.0
15.265;54;1794;24;43056;0.0;15.000;1.020;47;96;33;0;100;99;100;100;100;99;100;39;39;0;1.235;1.235;0.000;0.000;14.900;1.014;7.4;0.0;0;19;3.000;2.436;12.8;-760;0;0;-10.6;0;0;0;0;195;800;-994;97;1;0;1747;58.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;24.0;24.0;2;0;0.00;0.00;0.00;0.0;0.0
15.331;54;1705;25;42625;0.0;15.200;1.034;47;96;33;0;100;99;100;100;100;99;100;40;40;0;1.247;1.247;0.000;0.000;14.900;1.014;7.1;0.0;0;18;3.000;1.761;12.8;-1760;0;0;-10.4;0;0;0;0;195;800;-905;97;1;0;1747;61.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;25.0;25.0;2;0;0.00;0.00;0.00;0.0;0.0
15.331;54;1610;26;41860;0.0;14.900;1.014;47;96;33;0;100;99;100;100;100;99;100;41;41;0;1.258;1.258;0.000;0.000;14.800;1.007;6.8;0.0;0;16;3.000;1.423;12.8;-1760;0;0;-10.3;0;0;0;0;195;800;-810;97;1;0;1747;65.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;26.0;26.0;2;0;0.00;0.00;0.00;0.0;0.0
15.470;54;1610;28;45080;0.0;14.700;1.000;47;96;33;0;100;99;100;100;100;99;100;40;40;0;1.274;1.274;0.000;0.000;14.900;1.014;6.8;0.0;0;16;3.000;1.923;12.8;-950;0;0;-10.0;0;0;0;0;195;800;-810;97;1;0;1747;65.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;28.0;28.0;2;0;0.00;0.00;0.00;0.0;0.0
15.536;54;1514;29;43906;0.0;14.600;0.993;47;96;33;0;100;99;100;100;100;99;100;39;39;0;1.276;1.276;0.000;0.000;14.800;1.007;6.4;0.0;0;14;3.000;1.949;12.8;-960;0;0;-9.9;0;0;0;0;195;800;-714;97;1;0;1747;69.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;29.0;29.0;2;0;0.00;0.00;0.00;0.0;0.0
15.601;54;1322;29;38338;0.0;14.600;0.993;47;96;1;0;100;99;100;100;100;99;100;40;40;0;1.281;1.281;0.000;0.000;14.700;1.000;5.6;0.0;0;14;3.000;2.435;12.8;-960;0;0;-9.9;0;0;0;0;195;800;-522;97;1;0;1747;79.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;29.0;29.0;2;0;0.00;0.00;0.00;0.0;0.0
15.666;54;1258;30;37740;0.0;14.500;0.986;47;96;1;0;100;99;100;100;100;99;100;40;40;0;1.288;1.288;0.000;0.000;14.700;1.000;5.4;0.0;0;14;3.000;2.348;12.8;-2200;0;0;-9.7;0;0;0;0;195;800;-458;97;1;0;1747;83.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;30.0;30.0;2;0;0.00;0.00;0.00;0.0;0.0
15.731;55;1177;32;37664;0.0;14.300;0.973;48;96;1;0;100;99;100;100;100;99;100;40;40;0;1.310;1.310;0.000;0.000;14.700;1.000;5.1;0.0;0;15;3.000;2.263;12.8;-1170;0;0;-9.4;0;0;0;0;195;800;-377;97;1;0;1751;89.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;32.0;32.0;2;0;0.00;0.00;0.00;0.0;0.0
15.801;55;1118;34;38012;0.0;14.300;0.973;48;96;1;0;100;99;100;100;100;99;100;37;37;0;1.307;1.307;0.000;0.000;14.700;1.000;4.9;0.0;0;17;3.000;2.267;12.8;-1170;0;0;-9.1;0;0;0;0;195;800;-318;97;1;0;1751;93.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;34.0;34.0;2;0;0.00;0.00;0.00;0.0;0.0
15.868;55;1010;36;36360;0.0;14.300;0.973;48;96;1;0;100;99;100;100;100;99;100;30;30;0;1.263;1.263;0.000;0.000;14.700;1.000;4.3;0.0;0;19;3.000;1.910;12.8;-930;0;0;-8.8;0;0;0;0;195;800;-210;97;1;0;1751;104.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;36.0;36.0;2;0;0.00;0.00;0.00;0.0;0.0
15.938;55;956;38;36328;0.0;14.300;0.973;48;96;1;0;100;99;100;100;100;99;100;25;25;0;1.238;1.238;0.000;0.000;14.700;1.000;3.9;0.0;0;19;3.000;2.064;12.8;-1280;0;0;-8.6;0;0;0;0;195;800;-156;97;1;0;1751;109.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;38.0;38.0;2;0;0.00;0.00;0.00;0.0;0.0
16.002;55;906;40;36240;0.0;14.500;0.986;48;96;1;0;100;99;100;100;100;99;100;19;19;0;1.189;1.189;0.000;0.000;14.700;1.000;3.6;0.0;0;18;3.000;2.135;12.7;-1280;0;0;-8.3;0;0;0;0;195;800;-106;97;1;0;1751;115.96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;40.0;40.0;2;0;0.00;0.00;0.00;0.0;0.0
16.069;55;879;42;36918;0.0;14.500;0.986;48;96;1;0;100;99;100;100;100;99;100;20;20;0;1.215;1.215;0.000;0.000;14.700;1.000;3.6;0.0;0;18;3.000;2.566;12.7;-580;0;0;-8.0;0;0;0;0;195;800;-79;97;1;0;1751;119.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;42.0;42.0;2;0;0.00;0.00;0.00;0.0;0.0
16.135;55;812;43;34916;0.0;14.500;0.986;48;96;1;0;100;99;100;100;100;99;100;20;20;0;1.218;1.218;0.000;0.000;14.700;1.000;3.3;0.0;0;18;3.000;1.718;12.7;-860;0;0;-7.8;0;0;0;0;195;800;-12;97;1;0;1751;129.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;43.0;43.0;2;0;0.00;0.00;0.00;0.0;0.0
16.198;55;781;46;35926;0.0;14.900;1.014;48;96;1;0;100;99;100;100;100;99;100;21;21;0;1.241;1.241;0.000;0.000;14.700;1.000;3.2;0.0;0;17;3.000;1.438;12.7;-860;0;0;-7.4;0;0;0;0;195;800;19;97;1;0;1751;134.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;46.0;46.0;2;0;0.00;0.00;0.00;0.0;0.0
16.198;55;732;48;35136;0.0;15.300;1.041;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.299;1.299;0.000;0.000;14.500;0.986;3.2;0.0;0;17;3.000;2.049;12.7;-670;0;0;-7.1;0;0;0;0;195;800;68;97;1;0;1751;143.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;48.0;48.0;2;0;0.00;0.00;0.00;0.0;0.0
16.337;55;739;50;36950;0.0;15.300;1.041;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.3;0.0;0;17;3.000;2.408;12.7;-670;0;0;-6.8;0;0;0;0;195;800;61;97;1;0;1751;142.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
16.405;55;747;51;38097;0.0;14.700;1.000;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;3.238;12.7;-60;0;0;-6.7;0;0;0;0;195;800;53;97;1;0;1751;140.64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
16.468;55;740;51;37740;0.0;13.600;0.925;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.3;0.0;0;17;3.000;2.710;12.7;60;0;0;-6.7;0;0;0;0;195;800;60;97;1;0;1751;141.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
16.534;55;740;52;38480;0.0;12.400;0.844;48;96;1;0;100;99;100;100;100;99;100;30;30;0;1.383;1.383;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.030;3.006;12.0;60;0;0;-6.5;0;0;0;0;195;800;60;97;1;0;1751;141.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;52.0;52.0;2;0;0.00;0.00;0.00;0.0;0.0
16.600;55;746;52;38792;0.0;11.800;0.803;48;96;1;0;100;99;100;100;100;99;100;30;30;0;1.383;1.383;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.030;3.245;12.0;-50;0;0;-6.5;0;0;0;0;195;800;54;97;1;0;1751;140.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;52.0;52.0;2;0;0.00;0.00;0.00;0.0;0.0
16.665;55;736;52;38272;0.0;11.500;0.782;48;96;1;0;100;99;100;100;100;99;100;30;30;0;1.383;1.383;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.030;2.453;12.0;-20;0;0;-6.5;0;0;0;0;195;800;64;97;1;0;1751;142.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;52.0;52.0;2;0;0.00;0.00;0.00;0.0;0.0
16.731;55;740;52;38480;0.0;11.400;0.776;48;96;1;0;100;99;100;100;100;99;100;30;30;0;1.383;1.383;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.030;2.971;12.0;-20;0;0;-6.5;0;0;0;0;195;800;60;97;1;0;1751;141.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;52.0;52.0;2;0;0.00;0.00;0.00;0.0;0.0
16.795;56;754;51;38454;0.0;11.400;0.776;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;3.232;12.4;70;0;0;-6.7;0;0;0;0;195;800;46;97;1;0;1792;142.60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
16.863;56;765;52;39780;0.0;11.400;0.776;48;96;1;0;100;99;100;100;100;99;100;30;30;0;1.373;1.373;0.000;0.000;14.200;0.966;3.5;0.0;0;17;3.000;3.479;12.4;190;0;0;-6.5;0;0;0;0;195;800;35;97;1;0;1792;140.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;52.0;52.0;2;0;0.00;0.00;0.00;0.0;0.0
16.932;56;761;51;38811;0.0;11.500;0.782;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;3.207;12.4;190;0;0;-6.7;0;0;0;0;195;800;39;97;1;0;1792;141.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
16.996;56;756;51;38556;0.0;11.700;0.796;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;2.717;12.7;-30;0;0;-6.7;0;0;0;0;195;800;44;97;1;0;1792;142.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.066;56;752;51;38352;0.0;11.900;0.810;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;2.945;12.7;-60;0;0;-6.7;0;0;0;0;195;800;48;97;1;0;1792;142.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.131;56;761;51;38811;0.0;12.000;0.816;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;2.583;12.7;-60;0;0;-6.7;0;0;0;0;195;800;39;97;1;0;1792;141.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.198;56;763;51;38913;0.0;12.100;0.823;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;3.071;12.7;60;0;0;-6.7;0;0;0;0;195;800;37;97;1;0;1792;140.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.267;56;756;51;38556;0.0;12.200;0.830;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;2.493;12.8;-50;0;0;-6.7;0;0;0;0;195;800;44;97;1;0;1792;142.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.333;56;763;51;38913;0.0;12.300;0.837;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;3.050;12.8;-50;0;0;-6.7;0;0;0;0;195;800;37;97;1;0;1792;140.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.397;56;767;51;39117;0.0;12.400;0.844;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.5;0.0;0;17;3.000;3.099;12.8;70;0;0;-6.7;0;0;0;0;195;800;33;97;1;0;1792;140.18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.463;56;764;51;38964;0.0;12.500;0.850;48;96;1;0;100;99;100;100;100;99;100;29;29;0;1.354;1.354;0.000;0.000;14.200;0.966;3.4;0.0;0;17;3.000;3.047;12.8;10;0;0;-6.7;0;0;0;0;195;800;36;97;1;0;1792;140.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;51.0;51.0;2;0;0.00;0.00;0.00;0.0;0.0
17.535;56;790;50;39500;0.0;12.400;0.844;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.5;0.0;0;17;3.000;3.475;12.8;10;0;0;-6.8;0;0;0;0;195;800;10;97;1;0;1792;136.10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
17.600;56;806;49;39494;0.0;12.500;0.850;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.400;0.980;3.5;0.0;0;17;3.000;2.943;12.8;260;0;0;-7.0;0;0;0;0;195;800;-6;97;1;0;1792;133.40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
17.668;56;802;49;39298;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.500;0.986;3.5;0.0;0;18;3.000;2.897;12.8;120;0;0;-7.0;0;0;0;0;195;800;-2;97;1;0;1792;134.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
17.735;56;797;49;39053;0.0;12.500;0.850;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.400;0.980;3.5;0.0;0;17;3.000;2.581;12.8;120;0;0;-7.0;0;0;0;0;195;800;3;97;1;0;1792;134.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
17.805;57;800;49;39200;0.0;12.500;0.850;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.400;0.980;3.5;0.0;0;17;3.000;2.776;12.8;-30;0;0;-7.0;0;0;0;0;195;800;0;97;1;0;1812;135.90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
17.872;57;787;48;37776;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;25;25;0;1.291;1.291;0.000;0.000;14.600;0.993;3.4;0.0;0;17;3.000;2.956;12.8;-120;0;0;-7.1;0;0;0;0;195;800;13;97;1;0;1812;138.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;48.0;48.0;2;0;0.00;0.00;0.00;0.0;0.0
17.872;57;781;49;38269;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.400;0.980;3.4;0.0;0;17;3.000;2.674;12.8;-120;0;0;-7.0;0;0;0;0;195;800;19;97;1;0;1812;139.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
18.007;57;774;49;37926;0.0;12.700;0.864;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.500;0.986;3.4;0.0;0;17;3.000;2.536;12.8;-60;0;0;-7.0;0;0;0;0;195;800;26;97;1;0;1812;140.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
18.071;57;766;50;38300;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.4;0.0;0;17;3.000;2.380;12.8;-150;0;0;-6.8;0;0;0;0;195;800;34;97;1;0;1812;141.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
18.135;57;773;50;38650;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.5;0.0;0;17;3.000;2.994;12.8;-150;0;0;-6.8;0;0;0;0;195;800;27;97;1;0;1812;140.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
18.204;57;775;50;38750;0.0;12.700;0.864;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.5;0.0;0;17;3.000;3.004;12.8;70;0;0;-6.8;0;0;0;0;195;800;25;97;1;0;1812;140.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
18.272;57;794;50;39700;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.5;0.0;0;17;3.000;2.925;12.9;210;0;0;-6.8;0;0;0;0;195;800;6;97;1;0;1812;136.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
18.338;57;791;49;38759;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.400;0.980;3.4;0.0;0;17;3.000;2.828;12.9;210;0;0;-7.0;0;0;0;0;195;800;9;97;1;0;1812;137.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
18.403;57;790;50;39500;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;28;28;0;1.340;1.340;0.000;0.000;14.300;0.973;3.5;0.0;0;17;3.000;3.093;12.9;0;0;0;-6.8;0;0;0;0;195;800;10;97;1;0;1812;137.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;50.0;50.0;2;0;0.00;0.00;0.00;0.0;0.0
18.469;57;797;48;38256;0.0;12.600;0.857;48;96;1;0;100;99;100;100;100;99;100;24;24;0;1.282;1.282;0.000;0.000;14.500;0.986;3.4;0.0;0;17;3.000;2.970;12.9;0;0;0;-7.1;0;0;0;0;195;800;3;97;1;0;1812;136.41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;48.0;48.0;2;0;0.00;0.00;0.00;0.0;0.0
18.538;57;790;49;38710;0.0;12.700;0.864;47;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.400;0.980;3.4;0.0;0;17;3.000;2.894;12.9;30;0;0;-7.0;0;0;0;0;195;800;10;97;1;0;1812;137.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
18.603;57;808;49;39592;0.0;12.700;0.864;47;96;1;0;100;99;100;100;100;99;100;26;26;0;1.308;1.308;0.000;0.000;14.500;0.986;3.5;0.0;0;17;3.000;3.266;12.9;30;0;0;-7.0;0;0;0;0;195;800;-8;97;1;0;1812;134.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;49.0;49.0;2;0;0.00;0.00;0.00;0.0;0.0
